

order_id,order_date,demand_level,unit_price,quantity,total_order_value,margin_percent,ai_cancel_flag,cancellation_reason,order_status_before_ai_only,revenue_lost_before_ai_only,recoverable_flag,intervention_attempted_by_navedas,intervention_success,intervention_failure_reason,order_status_after_navedas,revenue_prevented_by_navedas,avoidable_revenue_loss_after_navedas,profit_lost_before_ai_only,profit_lost_after_navedas,margin_saved_after_navedas,intervention_cost,net_profit_impact_due_to_navedas,recovery_rate_flag
ORD-700660,28-05-2025,Low,2004,2,4008,0.44,1,Payment Expired,Cancelled,4008,1,1,1,None,Fulfilled,4008,0,1763.52,0.0,1763.52,15,1748.52,1
ORD-700661,17-03-2025,High,544,1,544,0.37,1,AI Logic Gap - SKU Mapping,Cancelled,544,0,0,0,Not Recoverable,Cancelled,0,0,201.28,0.0,0.0,0,0.0,0
ORD-700662,07-04-2025,Low,2230,3,6690,0.41,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700663,08-03-2025,Medium,2202,2,4404,0.25,1,AI Logic Gap - SKU Mapping,Cancelled,4404,1,1,0,Customer Payment Expired,Cancelled,0,4404,1101.0,1101.0,0.0,15,-1116.0,0
ORD-700664,26-03-2025,High,737,2,1474,0.32,1,Stock Sync Delay,Cancelled,1474,1,1,1,None,Fulfilled,1474,0,471.68,0.0,471.68,15,456.68,1
ORD-700665,15-05-2025,Medium,2558,2,5116,0.3,1,Vendor Split Possible,Cancelled,5116,1,1,1,None,Fulfilled,5116,0,1534.8,0.0,1534.8,15,1519.8,1
ORD-700666,23-02-2025,Low,2882,2,5764,0.44,1,Stock Sync Delay,Cancelled,5764,0,0,0,Not Recoverable,Cancelled,0,0,2536.16,0.0,0.0,0,0.0,0
ORD-700667,08-05-2025,High,2405,1,2405,0.37,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700668,22-05-2025,High,2283,1,2283,0.4,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700669,06-03-2025,Low,1449,3,4347,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,4347,1,1,1,None,Fulfilled,4347,0,1869.21,0.0,1869.21,15,1854.21,1
ORD-700670,11-03-2025,Medium,1314,3,3942,0.38,1,AI Logic Gap - SKU Mapping,Cancelled,3942,0,0,0,Not Recoverable,Cancelled,0,0,1497.96,0.0,0.0,0,0.0,0
ORD-700671,08-03-2025,High,1781,2,3562,0.39,1,Vendor Split Possible,Cancelled,3562,1,1,1,None,Fulfilled,3562,0,1389.18,0.0,1389.18,15,1374.18,1
ORD-700672,26-01-2025,High,1427,1,1427,0.31,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700673,01-01-2025,Medium,914,1,914,0.41,1,Payment Expired,Cancelled,914,1,1,1,None,Fulfilled,914,0,374.73999999999995,0.0,374.73999999999995,15,359.73999999999995,1
ORD-700674,23-02-2025,Low,659,2,1318,0.44,1,AI Logic Gap - SKU Mapping,Cancelled,1318,1,1,1,None,Fulfilled,1318,0,579.92,0.0,579.92,15,564.92,1
ORD-700675,01-04-2025,Low,1706,1,1706,0.38,1,Stock Sync Delay,Cancelled,1706,1,1,0,Late Detection,Cancelled,0,1706,648.28,648.28,0.0,15,-663.28,0
ORD-700676,23-01-2025,Low,519,3,1557,0.4,1,Payment Expired,Cancelled,1557,1,1,1,None,Fulfilled,1557,0,622.8000000000001,0.0,622.8000000000001,15,607.8000000000001,1
ORD-700677,26-01-2025,High,2401,1,2401,0.31,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700678,28-02-2025,High,1982,2,3964,0.31,1,Stock Sync Delay,Cancelled,3964,1,1,1,None,Fulfilled,3964,0,1228.84,0.0,1228.84,15,1213.84,1
ORD-700679,25-04-2025,Low,651,3,1953,0.27,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700680,17-01-2025,Low,1853,1,1853,0.34,1,Stock Sync Delay,Cancelled,1853,1,1,0,Vendor SLA Delay,Cancelled,0,1853,630.0200000000001,630.0200000000001,0.0,15,-645.0200000000001,0
ORD-700681,07-04-2025,Medium,2730,3,8190,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,8190,1,1,1,None,Fulfilled,8190,0,3439.7999999999997,0.0,3439.7999999999997,15,3424.7999999999997,1
ORD-700682,17-03-2025,Medium,1982,1,1982,0.41,1,AI Logic Gap - SKU Mapping,Cancelled,1982,1,1,1,None,Fulfilled,1982,0,812.62,0.0,812.62,15,797.62,1
ORD-700683,14-02-2025,Low,990,1,990,0.33,1,AI Logic Gap - SKU Mapping,Cancelled,990,1,1,1,None,Fulfilled,990,0,326.7,0.0,326.7,15,311.7,1
ORD-700684,04-02-2025,Low,619,3,1857,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,1857,1,1,1,None,Fulfilled,1857,0,779.9399999999999,0.0,779.9399999999999,15,764.9399999999999,1
ORD-700685,02-06-2025,Medium,2337,2,4674,0.4,1,Payment Expired,Cancelled,4674,1,1,1,None,Fulfilled,4674,0,1869.6000000000001,0.0,1869.6000000000001,15,1854.6000000000001,1
ORD-700686,18-03-2025,Medium,2345,3,7035,0.4,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700687,01-04-2025,Low,1327,2,2654,0.38,1,AI Logic Gap - SKU Mapping,Cancelled,2654,0,0,0,Not Recoverable,Cancelled,0,0,1008.52,0.0,0.0,0,0.0,0
ORD-700688,21-03-2025,Medium,1514,1,1514,0.25,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700689,19-06-2025,Medium,1648,2,3296,0.29,1,AI Logic Gap - SKU Mapping,Cancelled,3296,1,1,1,None,Fulfilled,3296,0,955.8399999999999,0.0,955.8399999999999,15,940.8399999999999,1
ORD-700690,01-03-2025,High,1403,3,4209,0.45,1,Payment Expired,Cancelled,4209,1,1,1,None,Fulfilled,4209,0,1894.05,0.0,1894.05,15,1879.05,1
ORD-700691,10-05-2025,Low,1788,1,1788,0.25,1,Stock Sync Delay,Cancelled,1788,1,1,0,Late Detection,Cancelled,0,1788,447.0,447.0,0.0,15,-462.0,0
ORD-700692,08-01-2025,High,489,2,978,0.3,1,Vendor Split Possible,Cancelled,978,1,1,1,None,Fulfilled,978,0,293.4,0.0,293.4,15,278.4,1
ORD-700693,17-02-2025,High,2930,1,2930,0.38,1,Vendor Split Possible,Cancelled,2930,1,1,1,None,Fulfilled,2930,0,1113.4,0.0,1113.4,15,1098.4,1
ORD-700694,08-06-2025,Low,1219,3,3657,0.33,1,Stock Sync Delay,Cancelled,3657,1,1,0,Customer Abandoned,Cancelled,0,3657,1206.81,1206.81,0.0,15,-1221.81,0
ORD-700695,14-03-2025,High,2180,3,6540,0.3,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700696,30-06-2025,High,2804,1,2804,0.31,1,Vendor Split Possible,Cancelled,2804,1,1,1,None,Fulfilled,2804,0,869.24,0.0,869.24,15,854.24,1
ORD-700697,12-02-2025,Medium,2009,1,2009,0.43,1,Vendor Split Possible,Cancelled,2009,1,1,1,None,Fulfilled,2009,0,863.87,0.0,863.87,15,848.87,1
ORD-700698,10-03-2025,High,835,2,1670,0.34,1,Stock Sync Delay,Cancelled,1670,1,1,1,None,Fulfilled,1670,0,567.8000000000001,0.0,567.8000000000001,15,552.8000000000001,1
ORD-700699,16-01-2025,Low,2399,3,7197,0.39,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700700,05-06-2025,Medium,2193,1,2193,0.42,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700701,16-04-2025,Medium,2541,2,5082,0.37,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700702,24-04-2025,High,1347,3,4041,0.36,1,AI Logic Gap - SKU Mapping,Cancelled,4041,1,1,1,None,Fulfilled,4041,0,1454.76,0.0,1454.76,15,1439.76,1
ORD-700703,01-03-2025,Medium,2232,2,4464,0.42,1,Stock Sync Delay,Cancelled,4464,0,0,0,Not Recoverable,Cancelled,0,0,1874.8799999999999,0.0,0.0,0,0.0,0
ORD-700704,27-05-2025,Medium,448,2,896,0.44,1,Vendor Split Possible,Cancelled,896,1,1,0,Late Detection,Cancelled,0,896,394.24,394.24,0.0,15,-409.24,0
ORD-700705,09-03-2025,Medium,1902,3,5706,0.37,1,Payment Expired,Cancelled,5706,1,1,1,None,Fulfilled,5706,0,2111.22,0.0,2111.22,15,2096.22,1
ORD-700706,19-06-2025,High,252,3,756,0.37,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700707,22-04-2025,Low,225,1,225,0.36,1,AI Logic Gap - SKU Mapping,Cancelled,225,1,1,1,None,Fulfilled,225,0,81.0,0.0,81.0,15,66.0,1
ORD-700708,16-01-2025,High,2374,3,7122,0.32,1,Stock Sync Delay,Cancelled,7122,1,1,1,None,Fulfilled,7122,0,2279.04,0.0,2279.04,15,2264.04,1
ORD-700709,28-04-2025,High,2240,2,4480,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,4480,0,0,0,Not Recoverable,Cancelled,0,0,1926.3999999999999,0.0,0.0,0,0.0,0
ORD-700710,08-05-2025,Low,2912,3,8736,0.31,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700711,09-04-2025,High,361,1,361,0.39,1,Stock Sync Delay,Cancelled,361,0,0,0,Not Recoverable,Cancelled,0,0,140.79,0.0,0.0,0,0.0,0
ORD-700712,25-05-2025,Low,243,2,486,0.27,1,Payment Expired,Cancelled,486,1,1,0,Customer Abandoned,Cancelled,0,486,131.22,131.22,0.0,15,-146.22,0
ORD-700713,06-06-2025,Low,1792,1,1792,0.38,1,Payment Expired,Cancelled,1792,1,1,1,None,Fulfilled,1792,0,680.96,0.0,680.96,15,665.96,1
ORD-700714,01-01-2025,Medium,2908,3,8724,0.31,1,Stock Sync Delay,Cancelled,8724,1,1,1,None,Fulfilled,8724,0,2704.44,0.0,2704.44,15,2689.44,1
ORD-700715,20-05-2025,Low,719,3,2157,0.43,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700716,29-06-2025,Low,2425,2,4850,0.36,1,Stock Sync Delay,Cancelled,4850,1,1,1,None,Fulfilled,4850,0,1746.0,0.0,1746.0,15,1731.0,1
ORD-700717,04-06-2025,High,783,2,1566,0.4,1,Payment Expired,Cancelled,1566,1,1,1,None,Fulfilled,1566,0,626.4000000000001,0.0,626.4000000000001,15,611.4000000000001,1
ORD-700718,26-03-2025,Low,1413,2,2826,0.43,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700719,10-03-2025,Medium,2198,2,4396,0.29,1,Vendor Split Possible,Cancelled,4396,1,1,1,None,Fulfilled,4396,0,1274.84,0.0,1274.84,15,1259.84,1
ORD-700720,26-02-2025,Low,2315,2,4630,0.41,1,AI Logic Gap - SKU Mapping,Cancelled,4630,1,1,1,None,Fulfilled,4630,0,1898.3,0.0,1898.3,15,1883.3,1
ORD-700721,24-06-2025,High,622,3,1866,0.27,1,Stock Sync Delay,Cancelled,1866,1,1,1,None,Fulfilled,1866,0,503.82000000000005,0.0,503.82000000000005,15,488.82000000000005,1
ORD-700722,22-03-2025,Low,2433,2,4866,0.33,1,Vendor Split Possible,Cancelled,4866,1,1,0,Customer Payment Expired,Cancelled,0,4866,1605.78,1605.78,0.0,15,-1620.78,0
ORD-700723,28-06-2025,Medium,1117,1,1117,0.36,1,Vendor Split Possible,Cancelled,1117,1,1,1,None,Fulfilled,1117,0,402.12,0.0,402.12,15,387.12,1
ORD-700724,02-02-2025,High,480,1,480,0.35,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700725,26-01-2025,High,1660,2,3320,0.42,1,Payment Expired,Cancelled,3320,1,1,1,None,Fulfilled,3320,0,1394.3999999999999,0.0,1394.3999999999999,15,1379.3999999999999,1
ORD-700726,01-03-2025,High,1090,1,1090,0.45,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700727,16-02-2025,Medium,1776,1,1776,0.36,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700728,26-04-2025,High,873,1,873,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,873,1,1,1,None,Fulfilled,873,0,366.65999999999997,0.0,366.65999999999997,15,351.65999999999997,1
ORD-700729,27-06-2025,Medium,2395,3,7185,0.4,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700730,05-03-2025,High,2299,2,4598,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,4598,1,1,1,None,Fulfilled,4598,0,1977.1399999999999,0.0,1977.1399999999999,15,1962.1399999999999,1
ORD-700731,12-02-2025,Low,2897,2,5794,0.34,1,Payment Expired,Cancelled,5794,0,0,0,Not Recoverable,Cancelled,0,0,1969.96,0.0,0.0,0,0.0,0
ORD-700732,20-05-2025,High,2831,1,2831,0.4,1,Vendor Split Possible,Cancelled,2831,1,1,1,None,Fulfilled,2831,0,1132.4,0.0,1132.4,15,1117.4,1
ORD-700733,03-02-2025,High,1212,3,3636,0.38,1,Payment Expired,Cancelled,3636,1,1,1,None,Fulfilled,3636,0,1381.68,0.0,1381.68,15,1366.68,1
ORD-700734,25-01-2025,Low,1429,2,2858,0.31,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700735,07-01-2025,Medium,1973,1,1973,0.3,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700736,24-05-2025,Low,2222,1,2222,0.29,1,Payment Expired,Cancelled,2222,1,1,1,None,Fulfilled,2222,0,644.38,0.0,644.38,15,629.38,1
ORD-700737,27-02-2025,Medium,2634,1,2634,0.29,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700738,24-02-2025,Medium,299,2,598,0.35,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700739,12-05-2025,High,630,3,1890,0.35,1,AI Logic Gap - SKU Mapping,Cancelled,1890,0,0,0,Not Recoverable,Cancelled,0,0,661.5,0.0,0.0,0,0.0,0
ORD-700740,17-04-2025,Low,698,3,2094,0.28,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700741,06-05-2025,Medium,382,3,1146,0.38,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700742,25-05-2025,High,1663,3,4989,0.26,1,AI Logic Gap - SKU Mapping,Cancelled,4989,0,0,0,Not Recoverable,Cancelled,0,0,1297.14,0.0,0.0,0,0.0,0
ORD-700743,27-05-2025,High,2822,2,5644,0.26,1,AI Logic Gap - SKU Mapping,Cancelled,5644,0,0,0,Not Recoverable,Cancelled,0,0,1467.44,0.0,0.0,0,0.0,0
ORD-700744,20-03-2025,Low,2268,2,4536,0.26,1,Stock Sync Delay,Cancelled,4536,1,1,1,None,Fulfilled,4536,0,1179.3600000000001,0.0,1179.3600000000001,15,1164.3600000000001,1
ORD-700745,25-03-2025,Low,2111,2,4222,0.26,1,Vendor Split Possible,Cancelled,4222,1,1,1,None,Fulfilled,4222,0,1097.72,0.0,1097.72,15,1082.72,1
ORD-700746,13-02-2025,Medium,2656,1,2656,0.27,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700747,19-06-2025,High,188,3,564,0.42,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700748,23-05-2025,Medium,1767,1,1767,0.27,1,Payment Expired,Cancelled,1767,1,1,1,None,Fulfilled,1767,0,477.09000000000003,0.0,477.09000000000003,15,462.09000000000003,1
ORD-700749,18-06-2025,Medium,2773,3,8319,0.34,1,AI Logic Gap - SKU Mapping,Cancelled,8319,1,1,1,None,Fulfilled,8319,0,2828.46,0.0,2828.46,15,2813.46,1
ORD-700750,15-04-2025,High,2740,2,5480,0.27,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700751,02-01-2025,Medium,2467,3,7401,0.29,1,Vendor Split Possible,Cancelled,7401,1,1,1,None,Fulfilled,7401,0,2146.29,0.0,2146.29,15,2131.29,1
ORD-700752,06-01-2025,Low,584,3,1752,0.45,1,Payment Expired,Cancelled,1752,1,1,1,None,Fulfilled,1752,0,788.4,0.0,788.4,15,773.4,1
ORD-700753,28-01-2025,Medium,743,2,1486,0.32,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700754,19-02-2025,Low,2509,1,2509,0.41,1,Stock Sync Delay,Cancelled,2509,1,1,1,None,Fulfilled,2509,0,1028.6899999999998,0.0,1028.6899999999998,15,1013.6899999999998,1
ORD-700755,16-05-2025,Medium,1184,2,2368,0.36,1,Stock Sync Delay,Cancelled,2368,1,1,1,None,Fulfilled,2368,0,852.48,0.0,852.48,15,837.48,1
ORD-700756,21-05-2025,Medium,2652,2,5304,0.39,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700757,29-04-2025,High,689,2,1378,0.39,1,Stock Sync Delay,Cancelled,1378,0,0,0,Not Recoverable,Cancelled,0,0,537.4200000000001,0.0,0.0,0,0.0,0
ORD-700758,07-03-2025,Medium,2267,2,4534,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,4534,1,1,1,None,Fulfilled,4534,0,1949.62,0.0,1949.62,15,1934.62,1
ORD-700759,22-03-2025,Medium,292,2,584,0.27,1,Stock Sync Delay,Cancelled,584,1,1,1,None,Fulfilled,584,0,157.68,0.0,157.68,15,142.68,1
ORD-700760,23-03-2025,High,2924,2,5848,0.41,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700761,18-02-2025,Medium,2548,2,5096,0.39,1,Payment Expired,Cancelled,5096,0,0,0,Not Recoverable,Cancelled,0,0,1987.44,0.0,0.0,0,0.0,0
ORD-700762,26-02-2025,Medium,1186,2,2372,0.25,1,Payment Expired,Cancelled,2372,1,1,1,None,Fulfilled,2372,0,593.0,0.0,593.0,15,578.0,1
ORD-700763,26-03-2025,Low,856,1,856,0.39,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700764,21-03-2025,High,1252,3,3756,0.41,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700765,05-04-2025,Low,1982,3,5946,0.4,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700766,17-04-2025,Medium,2439,3,7317,0.36,1,Payment Expired,Cancelled,7317,0,0,0,Not Recoverable,Cancelled,0,0,2634.12,0.0,0.0,0,0.0,0
ORD-700767,26-06-2025,Medium,1505,2,3010,0.39,1,Payment Expired,Cancelled,3010,1,1,1,None,Fulfilled,3010,0,1173.9,0.0,1173.9,15,1158.9,1
ORD-700768,06-01-2025,High,2431,2,4862,0.35,1,Stock Sync Delay,Cancelled,4862,1,1,1,None,Fulfilled,4862,0,1701.6999999999998,0.0,1701.6999999999998,15,1686.6999999999998,1
ORD-700769,09-05-2025,High,2475,2,4950,0.43,1,Payment Expired,Cancelled,4950,1,1,1,None,Fulfilled,4950,0,2128.5,0.0,2128.5,15,2113.5,1
ORD-700770,21-04-2025,Medium,2297,1,2297,0.28,1,Vendor Split Possible,Cancelled,2297,1,1,1,None,Fulfilled,2297,0,643.1600000000001,0.0,643.1600000000001,15,628.1600000000001,1
ORD-700771,23-02-2025,Medium,1751,1,1751,0.33,1,Stock Sync Delay,Cancelled,1751,0,0,0,Not Recoverable,Cancelled,0,0,577.83,0.0,0.0,0,0.0,0
ORD-700772,28-04-2025,High,394,2,788,0.27,1,Vendor Split Possible,Cancelled,788,1,1,1,None,Fulfilled,788,0,212.76000000000002,0.0,212.76000000000002,15,197.76000000000002,1
ORD-700773,02-01-2025,Medium,1795,1,1795,0.25,1,AI Logic Gap - SKU Mapping,Cancelled,1795,1,1,1,None,Fulfilled,1795,0,448.75,0.0,448.75,15,433.75,1
ORD-700774,08-04-2025,Medium,548,2,1096,0.42,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700775,02-03-2025,Low,1479,2,2958,0.3,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700776,07-02-2025,Low,1510,3,4530,0.27,1,Vendor Split Possible,Cancelled,4530,0,0,0,Not Recoverable,Cancelled,0,0,1223.1000000000001,0.0,0.0,0,0.0,0
ORD-700777,04-04-2025,High,508,3,1524,0.27,1,Stock Sync Delay,Cancelled,1524,1,1,1,None,Fulfilled,1524,0,411.48,0.0,411.48,15,396.48,1
ORD-700778,01-01-2025,High,2460,2,4920,0.38,1,Payment Expired,Cancelled,4920,1,1,0,Customer Payment Expired,Cancelled,0,4920,1869.6,1869.6,0.0,15,-1884.6,0
ORD-700779,19-05-2025,Low,2785,2,5570,0.37,1,AI Logic Gap - SKU Mapping,Cancelled,5570,1,1,1,None,Fulfilled,5570,0,2060.9,0.0,2060.9,15,2045.9,1
ORD-700780,03-02-2025,High,683,3,2049,0.27,1,Stock Sync Delay,Cancelled,2049,1,1,1,None,Fulfilled,2049,0,553.23,0.0,553.23,15,538.23,1
ORD-700781,22-03-2025,Low,1732,3,5196,0.39,1,Payment Expired,Cancelled,5196,1,1,0,Late Detection,Cancelled,0,5196,2026.44,2026.44,0.0,15,-2041.44,0
ORD-700782,17-01-2025,High,2620,2,5240,0.43,1,Vendor Split Possible,Cancelled,5240,0,0,0,Not Recoverable,Cancelled,0,0,2253.2,0.0,0.0,0,0.0,0
ORD-700783,11-01-2025,High,2963,3,8889,0.32,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700784,05-02-2025,Medium,834,2,1668,0.34,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700785,08-01-2025,Low,1739,2,3478,0.38,1,AI Logic Gap - SKU Mapping,Cancelled,3478,1,1,1,None,Fulfilled,3478,0,1321.64,0.0,1321.64,15,1306.64,1
ORD-700786,21-06-2025,High,2786,2,5572,0.42,1,Vendor Split Possible,Cancelled,5572,1,1,1,None,Fulfilled,5572,0,2340.24,0.0,2340.24,15,2325.24,1
ORD-700787,20-05-2025,Medium,1848,3,5544,0.26,1,Stock Sync Delay,Cancelled,5544,0,0,0,Not Recoverable,Cancelled,0,0,1441.44,0.0,0.0,0,0.0,0
ORD-700788,16-04-2025,Medium,1025,3,3075,0.39,1,AI Logic Gap - SKU Mapping,Cancelled,3075,1,1,1,None,Fulfilled,3075,0,1199.25,0.0,1199.25,15,1184.25,1
ORD-700789,23-04-2025,Low,347,3,1041,0.33,1,AI Logic Gap - SKU Mapping,Cancelled,1041,0,0,0,Not Recoverable,Cancelled,0,0,343.53000000000003,0.0,0.0,0,0.0,0
ORD-700790,31-03-2025,Low,1645,1,1645,0.27,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700791,04-01-2025,Low,995,2,1990,0.3,1,AI Logic Gap - SKU Mapping,Cancelled,1990,1,1,0,Customer Payment Expired,Cancelled,0,1990,597.0,597.0,0.0,15,-612.0,0
ORD-700792,09-05-2025,Low,1525,1,1525,0.26,1,Stock Sync Delay,Cancelled,1525,0,0,0,Not Recoverable,Cancelled,0,0,396.5,0.0,0.0,0,0.0,0
ORD-700793,10-02-2025,Medium,798,2,1596,0.32,1,Stock Sync Delay,Cancelled,1596,1,1,1,None,Fulfilled,1596,0,510.72,0.0,510.72,15,495.72,1
ORD-700794,01-05-2025,High,2137,3,6411,0.36,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700795,04-04-2025,Medium,2560,2,5120,0.4,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700796,26-02-2025,Low,2432,3,7296,0.37,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700797,24-04-2025,Medium,1189,2,2378,0.26,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-700798,02-06-2025,Medium,322,3,966,0.28,1,AI Logic Gap - SKU Mapping,Cancelled,966,0,0,0,Not Recoverable,Cancelled,0,0,270.48,0.0,0.0,0,0.0,0
ORD-700799,02-02-2025,High,2705,2,5410,0.3,1,Stock Sync Delay,Cancelled,5410,1,1,1,None,Fulfilled,5410,0,1623.0,0.0,1623.0,15,1608.0,1
ORD-700800,06-06-2025,Low,738,2,1476,0.27,1,Stock Sync Delay,Cancelled,1476,1,1,1,None,Fulfilled,1476,0,398.52000000000004,0.0,398.52000000000004,15,383.52000000000004,1
ORD-700801,14-05-2025,Low,1590,3,4770,0.44,1,Stock Sync Delay,Cancelled,4770,1,1,0,Customer Abandoned,Cancelled,0,4770,2098.8,2098.8,0.0,15,-2113.8,0
